id,pupated,eclosed,PupatedYN,EclosedYN,sex
C38-D1-0661,1,0,Y,N,Unknown
C38-D1-0664,0,0,N,N,Unknown
C38-D1-0672,0,0,N,N,Unknown
C38-D1-0675,0,0,N,N,Unknown
C38-D1-0680,1,1,Y,Y,Unknown
C38-D1-0688,1,0,Y,N,Unknown
C38-D1-0690,0,0,N,N,Unknown
C38-D1-0703,0,0,N,N,Unknown
C38-D1-0704,0,0,N,N,Unknown
C38-D1-0711,0,0,N,N,Unknown
C38-D1-0719,0,0,N,N,Unknown
C38-D1-0725,0,0,N,N,Unknown
C38-D1-0729,0,0,N,N,Unknown
C38-D1-0731,1,1,Y,Y,Male
C38-D1-0736,1,0,Y,N,Unknown
C38-D1-0739,0,0,N,N,Female
C38-D1-0739A,0,0,N,N,Unknown
C38-D1-0741,1,0,Y,N,Unknown
C38-D1-0753,1,0,Y,N,Unknown
C38-D1-0754,0,0,N,N,Unknown
C38-D1-0762,0,0,N,N,Unknown
C38-D1-0766,1,1,Y,Y,Unknown
C38-D1-0771,1,0,Y,N,Unknown
C38-D1-0779,0,0,N,N,Unknown
C38-D1-0779A,1,1,Y,Y,Female
C38-D1-0786,0,0,N,N,Unknown
C38-D1-0799,1,0,Y,N,Unknown
C38-D1-0799A,1,0,Y,N,Unknown
C38-D1-0806,1,1,Y,Y,Male
C38-D1-0809,1,0,Y,N,Male
C38-D1-0821,1,1,Y,Y,Male
C38-D1-0824,1,1,Y,Y,Male
C38-D1-0824A,1,0,Y,N,Male
C38-D1-0827,0,0,N,N,Unknown
C38-D1-0829,1,1,Y,Y,Male
C38-D1-0840,0,0,N,N,Unknown
C38-D1-0844,1,0,Y,N,Female
C38-D1-0845,0,0,N,N,Unknown
C38-D1-0847,1,1,Y,Y,Male
C38-D1-0860,0,0,N,N,Unknown
C38-D1-0861,1,1,Y,Y,Male
C38-D1-0865,1,1,Y,Y,Male
C38-D1-0867,1,0,Y,N,Unknown
C38-D1-0868,1,0,Y,N,Unknown
C38-D1-0869,1,1,Y,Y,Female
C38-D1-0878,1,0,Y,N,Unknown
C38-D1-0880,1,0,Y,N,Unknown
C38-D1-0892,1,1,Y,Y,Male
C38-D1-0892A,1,0,Y,N,Unknown
C38-D1-0898,1,1,Y,Y,Male
C38-D1-0898A,1,1,Y,Y,Female
C38-D1-0905,1,1,Y,Y,Male
C38-D1-0909,1,0,Y,N,Male
C38-D1-0923,1,1,Y,Y,Female
C38-D1-0949,1,1,Y,Y,Female
C38-D1-0951,0,0,N,N,Unknown
C38-D1-0952,1,1,Y,Y,Male
C38-D1-0954,1,1,Y,Y,Female
C38-D1-0961,1,1,Y,Y,Male
C38-D1-0963,1,1,Y,Y,Male
C38-D1-0967,1,1,Y,Y,Male
C38-D1-0985,1,1,Y,Y,Female
C38-D1-0992,1,1,Y,Y,Female
C38-D1-0995,1,1,Y,Y,Female
C38-D1-1005,1,1,Y,Y,Female
C38-D1-1006,1,1,Y,Y,Male
C38-D1-1009,1,1,Y,Y,Female
C38-D1-1009A,1,1,Y,Y,Male
C38-D1-1009B,1,1,Y,Y,Female
C38-D1-1014,1,1,Y,Y,Male
C38-D1-1019,1,0,Y,N,Male
C38-D1-1023,1,1,Y,Y,Male
C38-D1-1027,1,1,Y,Y,Female
C38-D1-1041,1,1,Y,Y,Male
C38-D1-1064,1,1,Y,Y,Female
C38-D1-1072,1,1,Y,Y,Male
C38-D1-1072A,1,1,Y,Y,Male
C38-D1-1085,1,1,Y,Y,Male
C38-D1-1088,0,0,N,N,Unknown
C38-D1-1098,1,1,Y,Y,Female
C38-D1-1108,1,1,Y,Y,Male
C38-D1-1112,1,1,Y,Y,Female
C38-D1-1120,1,1,Y,Y,Female
C38-D1-1124,1,1,Y,Y,Male
C38-D1-1124A,1,1,Y,Y,Male
C38-D1-1127,1,1,Y,Y,Male
C38-D1-1128,1,1,Y,Y,Male
C38-D1-1162,1,1,Y,Y,Male
C38-D1-1189,1,1,Y,Y,Male
C38-D1-1192,1,1,Y,Y,Male
C38-D1-1200,1,1,Y,Y,Male
C38-D1-1200A,1,1,Y,Y,Male
C38-D1-1203,1,1,Y,Y,Female
C38-D1-1203A,1,1,Y,Y,Female
C38-D1-1210,1,1,Y,Y,Male
C38-D1-1219,1,1,Y,Y,Male
C38-D1-1220,1,1,Y,Y,Male
C38-D1-1227,1,1,Y,Y,Female
C38-D1-1245,1,1,Y,Y,Male
C38-D1-1257,1,1,Y,Y,Female
C38-D1-1279,1,1,Y,Y,Male
C38-D1-1343,1,1,Y,Y,Male
C38-D1-1377,1,1,Y,Y,Female
C38-D1-1386,1,1,Y,Y,Female
C38-D1-1403,1,1,Y,Y,Male
C38-D1-1409,1,1,Y,Y,Male
C38-D1-1422,1,1,Y,Y,Female
C38-D1-1431,1,1,Y,Y,Male
C38-D1-1436,1,0,Y,N,Unknown
C38-D1-1437,1,1,Y,Y,Female
C38-D1-1446,1,1,Y,Y,Male
C38-D1-1453,1,1,Y,Y,Female
C38-D1-1466,1,1,Y,Y,Male
C38-D1-1467,1,1,Y,Y,Male
C38-D1-1474,1,1,Y,Y,Male
C38-D1-1491,1,1,Y,Y,Male
C38-D1-1514,0,0,N,N,Unknown
C38-D1-1557,1,1,Y,Y,Female
C38-D1-1558,1,1,Y,Y,Male
C38-D1-1573,1,1,Y,Y,Female
C38-D1-1588,1,1,Y,Y,Male
C38-D1-1588A,1,1,Y,Y,Male
C38-D1-1632,1,1,Y,Y,Male
C38-D1-1637,1,1,Y,Y,Female
C38-D1-1646,1,1,Y,Y,Female
C38-D1-1650,1,1,Y,Y,Male
C38-D1-1753,1,1,Y,Y,Unknown
C38-D1-1773,1,1,Y,Y,Female
C38-D1-1777,1,1,Y,Y,Female
C38-D1-1820,1,1,Y,Y,Female
C38-D1-1910,1,1,Y,Y,Female
C38-D1-1912,1,1,Y,Y,Female
C38-D1-1977,1,1,Y,Y,Female
C38-D1-2000,1,1,Y,Y,Female
C38-D1-2042,1,1,Y,Y,Female
C38-D1-2070,1,1,Y,Y,Female
C38-D1-2123,1,1,Y,Y,Female
C38-D1-2133,1,1,Y,Y,Female
C38-D2-0212,0,0,N,N,Unknown
C38-D2-0241,0,0,N,N,Unknown
C38-D2-0286,0,0,N,N,Unknown
C38-D2-0334,0,0,N,N,Unknown
C38-D2-0394,0,0,N,N,Unknown
C38-D2-0439,0,0,N,N,Unknown
C38-D2-0488,0,0,N,N,Unknown
C38-D2-0501,0,0,N,N,Unknown
C38-D2-0527,0,0,N,N,Unknown
C38-D2-0569,0,0,N,N,Unknown
C38-D2-0597,0,0,N,N,Unknown
C38-D2-0599,0,0,N,N,Unknown
C38-D2-0601,0,0,N,N,Unknown
C38-D2-0614,0,0,N,N,Unknown
C38-D2-0623,0,0,N,N,Unknown
C38-D2-0687,1,0,Y,N,Unknown
C38-D2-0698,0,0,N,N,Unknown
C38-D2-0707,1,0,Y,N,Unknown
C38-D2-0710,0,0,N,N,Unknown
C38-D2-0717,1,1,Y,Y,Female
C38-D2-0756,1,0,Y,N,Unknown
C38-D2-0779,1,1,Y,Y,Female
C38-D2-0799,1,0,Y,N,Unknown
C38-D2-0808,1,0,Y,N,Unknown
C38-D2-0991,1,1,Y,Y,Female
